Player,3P,2P,TS%,ORB%,DRB%,DBPM,BLK%,STL%,AST%,AST/TOV
Al Tucker,0.09297626683771648,0.7016831264154726,0.3321893784337232,0.037315586914688906,0.037107119948685055,0.5119651669802103,0.0377325208466966,0.037107119948685055,0.16164990248629874,0.05420141116100064
Al Wood,0.37498171897730453,0.7365613814299301,0.49456625469807847,0.4868199681154504,0.3647478330339884,0.2287785762021889,0.4072659917516718,0.48520535294545447,0.4266210940121215,0.49839950268318833
Al-Farouq Aminu,0.5592671395064761,0.13553901394817153,0.43507868759589596,0.5592450497711907,0.7848028747969765,0.7712064256998976,0.5962170352538191,0.6932202551020437,0.2619648156500569,0.3796932494595007
Alaa Abdelnaby,0.09297626683771648,0.7429085229833914,0.6577104234704122,0.7835315938225098,0.7412813567973353,0.17740435786403042,0.5111300246367871,0.3002497438454856,0.09466043902639579,0.155335604285805
Alan Anderson,0.7595698113642787,0.0872920449274803,0.5974664324812299,0.2774343611571349,0.3702182682354252,0.19194188010336524,0.20979930427699947,0.4337452505510388,0.315061713831223,0.5440676910241986
Alan Henderson,0.268909741259889,0.4701382822844825,0.4660359739389005,0.8645778011009129,0.5930961186061259,0.3455002604915767,0.5387072269369988,0.4317489162096529,0.12720079981348673,0.21809360317704418
Albert King,0.3817890668517202,0.7761317488657893,0.35663570745320505,0.5606621745776881,0.5315942164369988,0.4334295610229427,0.3981617703196728,0.5396270701051834,0.5160568097914402,0.39704329993015586
Alec Burks,0.5878105156532634,0.38298810147237766,0.5481130462036472,0.36450470188296136,0.4713195186527448,0.19316640220021475,0.28250583688717773,0.4653799523076926,0.5166695214371566,0.4909246584234486
Alex English*,0.2793646142008013,0.9145641003513767,0.7405244737850853,0.6268664006227957,0.42691923893043343,0.2433234094344699,0.4656998289044594,0.37491467451646965,0.5998271855147771,0.5673441262070889
Alex Hannum*,0.09297626683771648,0.5328051283189565,0.03203086059889672,0.037315586914688906,0.037107119948685055,0.5119651669802103,0.0377325208466966,0.037107119948685055,0.020846696600384865,0.05420141116100064
Alex Len,0.3084387103134312,0.3937526759404404,0.5154951060114314,0.8037949277889975,0.8801374620873507,0.7537603795713546,0.7694467000902263,0.26591475468144454,0.13497818630824884,0.19391038967236907
Allan Bristow,0.31722958954658803,0.4947436164867489,0.517313457682022,0.6049740961596022,0.5548851114223392,0.3747132551555726,0.11983141961597894,0.5694373541306827,0.6891191929101652,0.5627197615146788
Allan Houston,0.7355806554461196,0.46489143409411615,0.7254986726150282,0.15178441786523436,0.30413562439818387,0.16335960496428836,0.21625788363804843,0.28233712287502205,0.4983259440118133,0.4371908051237952
Allen Crabbe,0.8033706397090519,0.09968965889257236,0.8771304943114057,0.12045901285545896,0.3819968330756619,0.28651606730830886,0.3629092469403241,0.4094445420475068,0.21418473615716704,0.6122958920572257
Allen Iverson*,0.5815669515973226,0.7314125373171112,0.5216277426220577,0.2268736402083424,0.26855636640143443,0.27719920175932133,0.18669396951787237,0.8365715081375582,0.8026815949110548,0.6317769153863864
Allen Leavell,0.4361230174203622,0.49862004029179774,0.5233638844014106,0.19997888644578937,0.185624087230603,0.24226066327719248,0.22371787327734569,0.8410769790690873,0.7960454621525577,0.8032796130240518
Alonzo Gee,0.5278045721670862,0.15298631346950958,0.5931283443342575,0.4634874316522184,0.49341882340301946,0.5958527620766996,0.40629443756144223,0.7253305758243593,0.24086488132179024,0.36492776669171356
Alonzo Mourning*,0.30092186828750006,0.7374139641262278,0.8877353930759058,0.7788392656096592,0.817942750141092,0.8610498171956548,0.8741830990725264,0.2069311165636264,0.20105809741211744,0.17592188006734205
Alton Lister,0.19154589105785647,0.3712535065071548,0.665232268637704,0.822516861988839,0.8911554112414946,0.8622190163322812,0.7887808194036878,0.21503776016688897,0.18246195964216566,0.23575827133843055
Alvan Adams,0.20329770607339506,0.7882251421187069,0.7024865727244035,0.6682917618781223,0.7615752437495279,0.859811023707421,0.5490410932623147,0.7379350924251398,0.6919040739872522,0.46668540409405035
